Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-20 15:30:00-05:00,755.8599853515625,756.9299926757812,754.02001953125,755.77001953125,0,0.0,0.0
2024-02-21 09:30:00-05:00,738.0800170898438,749.5,733.239990234375,738.2100219726562,1041595,0.0,0.0
2024-02-21 10:30:00-05:00,738.2349853515625,746.2993774414062,735.6500244140625,743.6900024414062,451389,0.0,0.0
2024-02-21 11:30:00-05:00,743.510009765625,744.6176147460938,737.9000244140625,738.9400024414062,342652,0.0,0.0
2024-02-21 12:30:00-05:00,738.7969970703125,741.282470703125,737.7379760742188,738.219970703125,240431,0.0,0.0
2024-02-21 13:30:00-05:00,738.239990234375,740.6444091796875,736.5999755859375,739.280029296875,255028,0.0,0.0
2024-02-21 14:30:00-05:00,739.3599853515625,740.030029296875,737.0,739.2100219726562,260293,0.0,0.0
2024-02-21 15:30:00-05:00,739.0900268554688,746.530029296875,738.9299926757812,745.6699829101562,385395,0.0,0.0
2024-02-22 09:30:00-05:00,762.0,773.5850219726562,756.27001953125,772.6749877929688,1006271,0.0,0.0
2024-02-22 10:30:00-05:00,772.6900024414062,773.4450073242188,767.0,771.4801025390625,368690,0.0,0.0
2024-02-22 11:30:00-05:00,772.5399780273438,775.1199951171875,770.3958129882812,771.989990234375,300206,0.0,0.0
2024-02-22 12:30:00-05:00,772.0700073242188,772.25,767.2796020507812,769.6199951171875,197089,0.0,0.0
2024-02-22 13:30:00-05:00,769.3099975585938,772.2100219726562,768.72998046875,772.030029296875,181613,0.0,0.0
2024-02-22 14:30:00-05:00,772.0900268554688,772.239990234375,769.1337280273438,769.8900146484375,199162,0.0,0.0
2024-02-22 15:30:00-05:00,769.8200073242188,770.7490234375,768.77001953125,769.4600219726562,513594,0.0,0.0
2024-02-23 09:30:00-05:00,774.0,777.64990234375,767.02001953125,770.0089111328125,540364,0.0,0.0
2024-02-23 10:30:00-05:00,769.9299926757812,771.6799926757812,762.260009765625,764.2899780273438,347292,0.0,0.0
2024-02-23 11:30:00-05:00,764.2100219726562,767.114990234375,763.25,764.6599731445312,177241,0.0,0.0
2024-02-23 12:30:00-05:00,764.5900268554688,767.4199829101562,763.5399780273438,766.527587890625,130402,0.0,0.0
2024-02-23 13:30:00-05:00,766.25,766.6400146484375,763.2100219726562,764.2000122070312,175555,0.0,0.0
2024-02-23 14:30:00-05:00,764.14501953125,768.5260009765625,764.135009765625,767.7849731445312,151382,0.0,0.0
2024-02-23 15:30:00-05:00,767.77001953125,771.72998046875,767.2899780273438,769.510009765625,439023,0.0,0.0
2024-02-26 09:30:00-05:00,771.2999877929688,780.219970703125,770.6199951171875,773.3800048828125,651722,0.0,0.0
2024-02-26 10:30:00-05:00,774.125,776.3198852539062,771.4500122070312,775.1599731445312,248101,0.0,0.0
2024-02-26 11:30:00-05:00,774.7000122070312,777.8400268554688,773.6900024414062,776.6199951171875,176681,0.0,0.0
2024-02-26 12:30:00-05:00,776.868896484375,777.2459106445312,771.9000244140625,773.0599975585938,160840,0.0,0.0
2024-02-26 13:30:00-05:00,773.1599731445312,773.4998779296875,769.9500122070312,772.864990234375,148336,0.0,0.0
2024-02-26 14:30:00-05:00,772.85498046875,774.3699951171875,770.3499755859375,770.7000122070312,196080,0.0,0.0
2024-02-26 15:30:00-05:00,770.52880859375,772.52001953125,769.1199951171875,771.52001953125,261827,0.0,0.0
2024-02-27 09:30:00-05:00,745.719970703125,772.9500122070312,745.719970703125,769.7760009765625,1008396,0.0,0.0
2024-02-27 10:30:00-05:00,769.8200073242188,771.2999877929688,765.5599975585938,767.4099731445312,242199,0.0,0.0
2024-02-27 11:30:00-05:00,767.3599853515625,768.4099731445312,764.5487060546875,767.1649780273438,186861,0.0,0.0
2024-02-27 12:30:00-05:00,767.3699951171875,768.6599731445312,764.5700073242188,765.010009765625,190777,0.0,0.0
2024-02-27 13:30:00-05:00,765.0399780273438,769.3599853515625,764.97998046875,768.5150146484375,166342,0.0,0.0
2024-02-27 14:30:00-05:00,768.5800170898438,771.6934204101562,766.6699829101562,767.219970703125,212758,0.0,0.0
2024-02-27 15:30:00-05:00,767.5050048828125,767.6300048828125,764.5599975585938,764.9299926757812,345250,0.0,0.0
2024-02-28 09:30:00-05:00,762.25,763.0,754.0,754.9575805664062,653370,0.0,0.0
2024-02-28 10:30:00-05:00,754.530029296875,758.719970703125,751.6599731445312,754.1199951171875,401400,0.0,0.0
2024-02-28 11:30:00-05:00,754.1500244140625,754.7100219726562,752.5999755859375,753.27001953125,300198,0.0,0.0
2024-02-28 12:30:00-05:00,753.2449951171875,754.510009765625,751.957275390625,754.3975219726562,257004,0.0,0.0
2024-02-28 13:30:00-05:00,754.4500122070312,757.6799926757812,754.239990234375,756.5599975585938,200350,0.0,0.0
2024-02-28 14:30:00-05:00,756.5349731445312,759.469970703125,755.4600219726562,758.9199829101562,225117,0.0,0.0
2024-02-28 15:30:00-05:00,758.7449951171875,758.97998046875,756.6500244140625,758.4600219726562,309144,0.0,0.0
2024-02-29 09:30:00-05:00,753.0800170898438,753.9000244140625,744.0250244140625,749.6599731445312,826027,0.0,0.0
2024-02-29 10:30:00-05:00,749.4400024414062,752.853271484375,747.8300170898438,750.9400024414062,382263,0.0,0.0
2024-02-29 11:30:00-05:00,750.739990234375,754.4099731445312,746.4000244140625,753.6649780273438,272926,0.0,0.0
2024-02-29 12:30:00-05:00,753.27001953125,754.4000244140625,749.0399780273438,752.0,188954,0.0,0.0
2024-02-29 13:30:00-05:00,752.260009765625,753.5250244140625,750.4570922851562,751.5999755859375,176831,0.0,0.0
2024-02-29 14:30:00-05:00,751.3900146484375,755.0,751.0700073242188,754.3400268554688,227126,0.0,0.0
2024-02-29 15:30:00-05:00,754.3250122070312,756.4600219726562,752.219970703125,752.739990234375,408224,0.0,0.0
2024-03-01 09:30:00-05:00,769.02001953125,781.9099731445312,764.1300048828125,777.5599975585938,1407305,0.0,0.0
2024-03-01 10:30:00-05:00,777.6920166015625,778.989990234375,774.6400146484375,777.498779296875,426674,0.0,0.0
2024-03-01 11:30:00-05:00,777.3049926757812,780.5,775.9110107421875,776.4199829101562,413429,0.0,0.0
