Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-20 15:30:00-05:00,165.5500030517578,166.32000732421875,164.60000610351562,165.7100067138672,0,0.0,0.0
2024-02-21 09:30:00-05:00,162.55999755859375,164.89999389648438,162.02000427246094,162.52000427246094,12570895,0.0,0.0
2024-02-21 10:30:00-05:00,162.52000427246094,164.00999450683594,162.27000427246094,163.42999267578125,6355433,0.0,0.0
2024-02-21 11:30:00-05:00,163.44000244140625,163.89990234375,162.0800018310547,163.110107421875,5525894,0.0,0.0
2024-02-21 12:30:00-05:00,163.10000610351562,164.14999389648438,162.91000366210938,163.62930297851562,4373231,0.0,0.0
2024-02-21 13:30:00-05:00,163.6300048828125,163.9499969482422,162.64990234375,162.91000366210938,4107643,0.0,0.0
2024-02-21 14:30:00-05:00,162.91000366210938,163.52999877929688,162.5449981689453,163.4949951171875,4918415,0.0,0.0
2024-02-21 15:30:00-05:00,163.5,164.47999572753906,163.4499969482422,164.27999877929688,4833799,0.0,0.0
2024-02-22 09:30:00-05:00,174.0,180.6999969482422,172.0,180.61500549316406,33688688,0.0,0.0
2024-02-22 10:30:00-05:00,180.64950561523438,183.77000427246094,179.41000366210938,182.67999267578125,20482112,0.0,0.0
2024-02-22 11:30:00-05:00,182.7100067138672,183.6300048828125,181.75999450683594,182.96499633789062,12145992,0.0,0.0
2024-02-22 12:30:00-05:00,182.97000122070312,183.3800048828125,181.14999389648438,181.7274932861328,7649975,0.0,0.0
2024-02-22 13:30:00-05:00,181.72999572753906,183.8300018310547,181.52000427246094,183.66000366210938,8042000,0.0,0.0
2024-02-22 14:30:00-05:00,183.66720581054688,183.67999267578125,182.30999755859375,182.375,7949136,0.0,0.0
2024-02-22 15:30:00-05:00,182.38490295410156,183.16859436035156,181.61000061035156,181.77000427246094,6790552,0.0,0.0
2024-02-23 09:30:00-05:00,181.86000061035156,183.8000030517578,176.9499969482422,177.41200256347656,23437148,0.0,0.0
2024-02-23 10:30:00-05:00,177.42999267578125,177.87969970703125,174.5500030517578,176.33999633789062,13077549,0.0,0.0
2024-02-23 11:30:00-05:00,176.35000610351562,177.02499389648438,175.14999389648438,175.27499389648438,8127984,0.0,0.0
2024-02-23 12:30:00-05:00,175.27499389648438,176.45989990234375,174.77999877929688,176.05999755859375,5892849,0.0,0.0
2024-02-23 13:30:00-05:00,176.05999755859375,177.23989868164062,175.77999877929688,176.51930236816406,5942802,0.0,0.0
2024-02-23 14:30:00-05:00,176.5500030517578,177.22999572753906,175.67999267578125,175.82000732421875,5788187,0.0,0.0
2024-02-23 15:30:00-05:00,175.8300018310547,176.88999938964844,175.72999572753906,176.47999572753906,4181580,0.0,0.0
2024-02-26 09:30:00-05:00,179.17999267578125,179.83999633789062,174.80999755859375,176.59500122070312,15333234,0.0,0.0
2024-02-26 10:30:00-05:00,176.5800018310547,177.24000549316406,175.8800048828125,176.80499267578125,7204683,0.0,0.0
2024-02-26 11:30:00-05:00,176.8000030517578,177.30999755859375,175.97000122070312,176.66079711914062,5239812,0.0,0.0
2024-02-26 12:30:00-05:00,176.6699981689453,177.02999877929688,176.3000030517578,176.32000732421875,4028489,0.0,0.0
2024-02-26 13:30:00-05:00,176.3300018310547,177.27999877929688,175.7368927001953,177.13999938964844,4444886,0.0,0.0
2024-02-26 14:30:00-05:00,177.14999389648438,177.42999267578125,176.3800048828125,176.56500244140625,4043871,0.0,0.0
2024-02-26 15:30:00-05:00,176.56500244140625,176.85000610351562,175.8800048828125,176.00999450683594,3322755,0.0,0.0
2024-02-27 09:30:00-05:00,175.75,177.77999877929688,172.49000549316406,176.53970336914062,14247159,0.0,0.0
2024-02-27 10:30:00-05:00,176.55999755859375,178.33599853515625,176.12649536132812,176.86000061035156,8084341,0.0,0.0
2024-02-27 11:30:00-05:00,176.86990356445312,178.25,176.5500030517578,177.60009765625,5160858,0.0,0.0
2024-02-27 12:30:00-05:00,177.61000061035156,178.1300048828125,176.33999633789062,177.0800018310547,5545776,0.0,0.0
2024-02-27 13:30:00-05:00,177.08990478515625,177.66000366210938,176.75999450683594,177.23500061035156,2920984,0.0,0.0
2024-02-27 14:30:00-05:00,177.24000549316406,178.40989685058594,177.2100067138672,178.39999389648438,4095524,0.0,0.0
2024-02-27 15:30:00-05:00,178.39999389648438,178.4600067138672,177.7899932861328,177.99000549316406,2586748,0.0,0.0
2024-02-28 09:30:00-05:00,176.25,176.25,173.58999633789062,174.35000610351562,11359009,0.0,0.0
2024-02-28 10:30:00-05:00,174.3300018310547,176.25999450683594,174.11000061035156,176.2259979248047,5218255,0.0,0.0
2024-02-28 11:30:00-05:00,176.22999572753906,176.81280517578125,175.64999389648438,175.74000549316406,4730982,0.0,0.0
2024-02-28 12:30:00-05:00,175.74000549316406,176.35499572753906,175.1300048828125,176.27000427246094,3552773,0.0,0.0
2024-02-28 13:30:00-05:00,176.27999877929688,176.83999633789062,175.8800048828125,176.57000732421875,3395378,0.0,0.0
2024-02-28 14:30:00-05:00,176.57000732421875,176.6300048828125,175.72000122070312,176.5471954345703,3400113,0.0,0.0
2024-02-28 15:30:00-05:00,176.55990600585938,176.6199951171875,176.02499389648438,176.57000732421875,2654220,0.0,0.0
2024-02-29 09:30:00-05:00,180.5,186.4149932861328,180.4770050048828,185.58999633789062,24229141,0.0,0.0
2024-02-29 10:30:00-05:00,185.59500122070312,188.1699981689453,185.1300048828125,186.60000610351562,16135169,0.0,0.0
2024-02-29 11:30:00-05:00,186.59500122070312,188.55990600585938,184.24000549316406,187.85000610351562,13513009,0.0,0.0
2024-02-29 12:30:00-05:00,187.8419952392578,190.22999572753906,187.75,189.8300018310547,12926489,0.0,0.0
2024-02-29 13:30:00-05:00,189.8300018310547,191.27000427246094,189.1999969482422,190.7100067138672,10208812,0.0,0.0
2024-02-29 14:30:00-05:00,190.7061004638672,192.29989624023438,190.1699981689453,191.98989868164062,11502023,0.0,0.0
2024-02-29 15:30:00-05:00,191.97000122070312,193.0,191.7100067138672,192.5,9534050,0.0,0.0
2024-03-01 09:30:00-05:00,196.75,201.58999633789062,195.42010498046875,199.3267059326172,25703606,0.0,0.0
2024-03-01 10:30:00-05:00,199.3800048828125,199.77000427246094,196.3300018310547,199.67999267578125,27992641,0.0,0.0
