Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-20 15:30:00-05:00,538.8300170898438,541.969970703125,536.489990234375,541.8400268554688,0,0.0,0.0
2024-02-21 09:30:00-05:00,537.5700073242188,542.5698852539062,535.875,538.7216186523438,850302,0.0,0.0
2024-02-21 10:30:00-05:00,538.530029296875,538.989990234375,535.3599853515625,535.9199829101562,526613,0.0,0.0
2024-02-21 11:30:00-05:00,535.9099731445312,536.1799926757812,529.989990234375,530.3400268554688,515674,0.0,0.0
2024-02-21 12:30:00-05:00,530.3350219726562,532.4857788085938,529.969970703125,530.4199829101562,408908,0.0,0.0
2024-02-21 13:30:00-05:00,530.655029296875,532.989990234375,530.0900268554688,530.5800170898438,373988,0.0,0.0
2024-02-21 14:30:00-05:00,530.5999755859375,532.1400146484375,529.3674926757812,531.8099975585938,362295,0.0,0.0
2024-02-21 15:30:00-05:00,531.9099731445312,538.7000122070312,531.8900146484375,538.6599731445312,496013,0.0,0.0
2024-02-22 09:30:00-05:00,551.75,553.0499877929688,534.5599975585938,539.6500244140625,1385172,0.0,0.0
2024-02-22 10:30:00-05:00,539.6500244140625,541.385986328125,536.875,538.6500244140625,535611,0.0,0.0
2024-02-22 11:30:00-05:00,538.7999877929688,540.47998046875,538.219970703125,540.1599731445312,287737,0.0,0.0
2024-02-22 12:30:00-05:00,540.1749877929688,542.3800048828125,539.77001953125,540.5999755859375,333125,0.0,0.0
2024-02-22 13:30:00-05:00,540.8049926757812,542.1610107421875,540.4000244140625,541.530029296875,253162,0.0,0.0
2024-02-22 14:30:00-05:00,541.4500122070312,541.77001953125,537.0399780273438,537.0399780273438,402886,0.0,0.0
2024-02-22 15:30:00-05:00,537.0,538.7999877929688,536.3099975585938,537.5599975585938,689213,0.0,0.0
2024-02-23 09:30:00-05:00,543.489990234375,552.219970703125,541.47998046875,549.9199829101562,1170537,0.0,0.0
2024-02-23 10:30:00-05:00,549.989990234375,552.2299194335938,546.4099731445312,551.0349731445312,466808,0.0,0.0
2024-02-23 11:30:00-05:00,550.719970703125,554.1696166992188,549.5,552.4216918945312,540473,0.0,0.0
2024-02-23 12:30:00-05:00,552.6749877929688,557.1799926757812,551.3599853515625,556.1699829101562,464414,0.0,0.0
2024-02-23 13:30:00-05:00,556.1599731445312,556.469970703125,554.2100219726562,554.6099853515625,275827,0.0,0.0
2024-02-23 14:30:00-05:00,554.75,556.6599731445312,552.6441040039062,553.219970703125,336486,0.0,0.0
2024-02-23 15:30:00-05:00,553.3599853515625,554.8900146484375,553.010009765625,553.4199829101562,480949,0.0,0.0
2024-02-26 09:30:00-05:00,561.094970703125,565.510009765625,556.8300170898438,563.7650146484375,1111160,0.0,0.0
2024-02-26 10:30:00-05:00,563.7650146484375,570.5999755859375,563.3599853515625,565.7598876953125,629177,0.0,0.0
2024-02-26 11:30:00-05:00,565.3900146484375,568.739990234375,565.0800170898438,566.530029296875,616254,0.0,0.0
2024-02-26 12:30:00-05:00,566.52001953125,567.2999877929688,564.3099975585938,564.6099853515625,380391,0.0,0.0
2024-02-26 13:30:00-05:00,564.739990234375,568.3250122070312,562.2575073242188,566.260009765625,334044,0.0,0.0
2024-02-26 14:30:00-05:00,566.155029296875,567.239990234375,563.27001953125,563.530029296875,244704,0.0,0.0
2024-02-26 15:30:00-05:00,563.530029296875,563.6699829101562,560.27001953125,560.47998046875,509235,0.0,0.0
2024-02-27 09:30:00-05:00,561.75,562.0700073242188,549.52001953125,552.5499877929688,768734,0.0,0.0
2024-02-27 10:30:00-05:00,552.9113159179688,553.0399780273438,551.2401123046875,551.5999755859375,374498,0.0,0.0
2024-02-27 11:30:00-05:00,551.4099731445312,552.3800048828125,550.25,550.5,254999,0.0,0.0
2024-02-27 12:30:00-05:00,550.5050048828125,550.9249877929688,548.5399780273438,549.9600219726562,412875,0.0,0.0
2024-02-27 13:30:00-05:00,549.9550170898438,552.3099975585938,549.8200073242188,551.02001953125,318644,0.0,0.0
2024-02-27 14:30:00-05:00,551.1024780273438,553.8599853515625,551.0999755859375,553.4550170898438,268946,0.0,0.0
2024-02-27 15:30:00-05:00,553.239990234375,553.239990234375,551.7899780273438,552.5499877929688,416443,0.0,0.0
2024-02-28 09:30:00-05:00,552.0,554.6500244140625,549.7600708007812,552.3300170898438,384373,0.0,0.0
2024-02-28 10:30:00-05:00,552.3150024414062,557.2000122070312,552.3150024414062,556.6199951171875,241850,0.0,0.0
2024-02-28 11:30:00-05:00,556.4600219726562,556.7999877929688,552.6400146484375,552.8800048828125,293750,0.0,0.0
2024-02-28 12:30:00-05:00,552.75,553.3400268554688,551.0203247070312,552.0700073242188,306123,0.0,0.0
2024-02-28 13:30:00-05:00,552.0250244140625,553.2999877929688,550.4600219726562,551.9799194335938,244090,0.0,0.0
2024-02-28 14:30:00-05:00,551.760009765625,553.5,550.489990234375,552.8900146484375,230986,0.0,0.0
2024-02-28 15:30:00-05:00,552.8900146484375,553.0,550.4099731445312,552.0,308705,0.0,0.0
2024-02-29 09:30:00-05:00,554.5,559.2999877929688,553.760009765625,557.6599731445312,702431,0.0,0.0
2024-02-29 10:30:00-05:00,557.8599853515625,561.1799926757812,556.2899780273438,560.1099853515625,289057,0.0,0.0
2024-02-29 11:30:00-05:00,560.0700073242188,561.5399780273438,557.6599731445312,558.5900268554688,244503,0.0,0.0
2024-02-29 12:30:00-05:00,558.5599975585938,561.5,558.5599975585938,561.34521484375,193623,0.0,0.0
2024-02-29 13:30:00-05:00,561.3699951171875,561.5999755859375,559.7000122070312,559.9600219726562,163588,0.0,0.0
2024-02-29 14:30:00-05:00,559.8200073242188,560.9400024414062,559.010009765625,560.1400146484375,215315,0.0,0.0
2024-02-29 15:30:00-05:00,560.4400024414062,561.9400024414062,559.8300170898438,560.0349731445312,488802,0.0,0.0
2024-03-01 09:30:00-05:00,562.969970703125,567.405029296875,560.6799926757812,564.9000244140625,385875,0.0,0.0
2024-03-01 10:30:00-05:00,564.9600219726562,567.5,564.1500244140625,565.780029296875,425392,0.0,0.0
2024-03-01 11:30:00-05:00,565.7750244140625,567.5999755859375,565.0800170898438,566.75,260059,0.0,0.0
2024-03-01 12:30:00-05:00,566.75,570.7999877929688,566.1900024414062,568.8699951171875,252359,0.0,0.0
2024-03-01 13:30:00-05:00,568.780029296875,570.7899780273438,568.2999877929688,570.7100219726562,239821,0.0,0.0
2024-03-01 14:30:00-05:00,570.72998046875,572.8900146484375,569.4974975585938,572.2750244140625,402667,0.0,0.0
2024-03-01 15:30:00-05:00,572.4299926757812,572.4299926757812,570.72998046875,570.739990234375,384882,0.0,0.0
2024-03-04 09:30:00-05:00,574.9400024414062,576.2449951171875,571.0,572.3051147460938,650351,0.0,0.0
2024-03-04 10:30:00-05:00,572.3283081054688,572.635009765625,569.5499877929688,570.0999755859375,63283,0.0,0.0
2024-03-04 11:30:00-05:00,570.0999755859375,570.2899780273438,565.3886108398438,566.8699951171875,191362,0.0,0.0
2024-03-04 12:30:00-05:00,566.8900146484375,566.8900146484375,564.3001098632812,564.760009765625,134667,0.0,0.0
2024-03-04 13:30:00-05:00,564.3499755859375,568.385009765625,564.0999755859375,567.510009765625,138615,0.0,0.0
2024-03-04 14:30:00-05:00,567.6326904296875,569.25,566.47998046875,568.6799926757812,148887,0.0,0.0
2024-03-04 15:30:00-05:00,568.844970703125,569.1849975585938,565.5,567.97998046875,909680,0.0,0.0
2024-03-05 09:30:00-05:00,564.0,564.1900024414062,543.5999755859375,545.2849731445312,904717,0.0,0.0
2024-03-05 10:30:00-05:00,545.0999755859375,546.47998046875,540.0399780273438,546.0399780273438,550247,0.0,0.0
2024-03-05 11:30:00-05:00,545.8200073242188,546.9500122070312,544.5599975585938,546.25,0,0.0,0.0
2024-03-05 12:30:00-05:00,546.5050048828125,548.6950073242188,543.9500122070312,544.14501953125,178251,0.0,0.0
2024-03-05 13:30:00-05:00,544.0,544.5599975585938,540.0,540.4249877929688,285031,0.0,0.0
2024-03-05 14:30:00-05:00,540.5449829101562,543.0,539.3499755859375,542.239990234375,273347,0.0,0.0
2024-03-05 15:30:00-05:00,542.4500122070312,545.155029296875,541.7476806640625,545.010009765625,1395393,0.0,0.0
2024-03-06 09:30:00-05:00,550.0,550.510009765625,538.1500244140625,539.8300170898438,713033,0.0,0.0
